"Banque","Ville","Code BIC","Code Banque","Code Pays 2c","Code Localité","Code agence"
"ABC INTERNATIONAL BANK PARIS BRANCH","PARIS","ABCOFRPP","ABCO","FR","PP",""
"ABE CLEARING SAS/EBA CLEARING","PARIS","EBAPFRPPCOL","EBAP","FR","PP","COL"
"ABE CLEARING SAS/EBA CLEARING","PARIS","EBAPFRPPPSA","EBAP","FR","PP","PSA"
"ABE CLEARING SAS/EBA CLEARING","PARIS","EBAPFRPP","EBAP","FR","PP",""
"ABE CLEARING SAS/EBA CLEARING","PARIS","EBAPFRPPINT","EBAP","FR","PP","INT"
"ABE CLEARING SAS/EBA CLEARING (SYSTEM OPERATOR)","PARIS","EBAPFRPS","EBAP","FR","PS",""
"ACCENTURE INSURANCE SERVICES","MAISONS LAFFITTE","ACIVFRPP","ACIV","FR","PP",""
"ACCOR","PARIS","GRACFRP2","GRAC","FR","P2",""
"ADISSEO FRANCE","ANTONY","ADSSFR22","ADSS","FR","22",""
"AGENCE FRANCAISE DE DEVELOPPEMENT","PARIS","AGFDFRPA","AGFD","FR","PA",""
"AIR LIQUIDE SA","PARIS","RLIQFRPP","RLIQ","FR","PP",""
"AIRBUS SAS","BLAGNAC","AIRBFR22","AIRB","FR","22",""
"AL KHALIJI FRANCE S.A.","PARIS","LICOFRPP","LICO","FR","PP",""
"ALCATEL-LUCENT","COLOMBES","ATELFRPP","ATEL","FR","PP",""
"ALDES AERAULIQUE","VENISSIEUX","ALDEFR2V","ALDE","FR","2V",""
"ALLIANZ BANQUE S.A. (FORMER BANQUE AGF S.A.)","PARIS","AGFBFRCC","AGFB","FR","CC",""
"ALLIANZ BANQUE S.A. (FORMER BANQUE AGF S.A.)","PARIS","AGFBFRPP","AGFB","FR","PP",""
"ALLIANZ IARD","PARIS","ALLZFRPP","ALLZ","FR","PP",""
"ALSTOM HOLDINGS","LEVALLOIS PERRET","ALHOFRPP","ALHO","FR","PP",""
"ALSYON TECHNOLOGIES","LE VESINET","ALSYFRPP","ALSY","FR","PP",""
"AMUNDI ASSET MANAGEMENT","PARIS","AGRIFRPI","AGRI","FR","PI",""
"APICIL GESTION","CALUIRE ET CUIRE","APIGFR22","APIG","FR","22",""
"APTARGROUP HOLDING SAS","LOUVECIENNES","APTGFR22","APTG","FR","22",""
"ARC INTERNATIONAL","ARQUES","ARCTFR22","ARCT","FR","22",""
"ARCELORMITTAL TREASURY SNC","SAINT DENIS","USINFRPP","USIN","FR","PP",""
"AREVA SA","PARIS","AREVFRPP","AREV","FR","PP",""
"ARIANESPACE S.A","EVRY","ARNNFR22","ARNN","FR","22",""
"ART ET TECHNIQUES DU PROGRES","ORLEANS","GRSRFR22","GRSR","FR","22",""
"ASSYSTEM","PARIS","ASSYFRPP","ASSY","FR","PP",""
"ATTIJARIWAFA BANK EUROPE-PARIS","PARIS","BCMAFRPP","BCMA","FR","PP",""
"AUREL BGC","PARIS","AULSFRP2","AULS","FR","P2",""
"AXA BANQUE SA","FONTENAY SOUS BOIS","AXABFRPP","AXAB","FR","PP",""
"AXA BANQUE SA","PARIS","AXABFRPPTG2","AXAB","FR","PP","TG2"
"AXA FRANCE VIE","NANTERRE","AXAFFRPA","AXAF","FR","PA",""
"AXELTIS SA","PARIS","AXLTFRPP","AXLT","FR","PP",""
"BAI SA","ROSCOFF","BAIIFR22","BAII","FR","22",""
"BANCA CARIGE SPA","NICE","CRGEFR2X","CRGE","FR","2X",""
"BANCA REGIONALE EUROPEA S.P.A.","NICE","BREUFR22","BREU","FR","22",""
"BANCO BILBAO VIZCAYA ARGENTARIA","PARIS","BBVAFRPPBDF","BBVA","FR","PP","BDF"
"BANCO BILBAO VIZCAYA ARGENTARIA","PARIS","BBVAFRPP","BBVA","FR","PP",""
"BANCO BPI, PARIS","PARIS","BBPIFRPP","BBPI","FR","PP",""
"BANCO DE SABADELL","PARIS","BSABFRPP","BSAB","FR","PP",""
"BANCO DO BRASIL AG SUCCURSALE FRANCE","PARIS","BRASFRPP","BRAS","FR","PP",""
"BANCO SANTANDER S.A.","PARIS","BSCHFRPP","BSCH","FR","PP",""
"BANCO SANTANDER S.A.","PARIS","BSCHFRPPBF1","BSCH","FR","PP","BF1"
"BANK AUDI FRANCE","PARIS","AUDIFRPP","AUDI","FR","PP",""
"BANK OF AMERICA, N.A. PARIS","PARIS","BOFAFRPP","BOFA","FR","PP",""
"BANK OF CHINA, PARIS BRANCH","PARIS","BKCHFRPP013","BKCH","FR","PP","013"
"BANK OF CHINA, PARIS BRANCH","PARIS","BKCHFRPP","BKCH","FR","PP",""
"BANK OF TOKYO-MITSUBISHI UFJ, LTD., THE","PARIS","BOTKFRCC","BOTK","FR","CC",""
"BANK OF TOKYO-MITSUBISHI UFJ, LTD., THE","PARIS","BOTKFRPX","BOTK","FR","PX",""
"BANQUE ACCORD","CROIX","BACCFR22","BACC","FR","22",""
"BANQUE BCP","PARIS","BPSMFRPP","BPSM","FR","PP",""
"BANQUE BIA","PARIS","BIARFRPP","BIAR","FR","PP",""
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPCBP","BACP","FR","PP","CBP"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPOTC","BACP","FR","PP","OTC"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPMMO","BACP","FR","PP","MMO"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPSBL","BACP","FR","PP","SBL"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPASI","BACP","FR","PP","ASI"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPTG2","BACP","FR","PP","TG2"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPUSC","BACP","FR","PP","USC"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPCLI","BACP","FR","PP","CLI"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPDEF","BACP","FR","PP","DEF"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPP","BACP","FR","PP",""
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPAMS","BACP","FR","PP","AMS"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPBRU","BACP","FR","PP","BRU"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPDVP","BACP","FR","PP","DVP"
"BANQUE CENTRALE DE COMPENSATION - LCH.CLEARNET SA","PARIS","BACPFRPPTRE","BACP","FR","PP","TRE"
"BANQUE CHAABI DU MAROC","PARIS","BCDMFRPP","BCDM","FR","PP",""
"BANQUE CHAIX","AVIGNON","CCBPFRPPCHX","CCBP","FR","PP","CHX"
"BANQUE COURTOIS S.A.","TOULOUSE","COURFR2T","COUR","FR","2T",""
"BANQUE DE FRANCE","PARIS","BDFEFR2T3GX","BDFE","FR","2T","3GX"
"BANQUE DE FRANCE","PARIS","BDFEFR2T228","BDFE","FR","2T","228"
"BANQUE DE FRANCE","PARIS","BDFEFR2TALT","BDFE","FR","2T","ALT"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCBT","BDFE","FR","2T","CBT"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCP1","BDFE","FR","2T","CP1"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCC1","BDFE","FR","2T","CC1"
"BANQUE DE FRANCE","PARIS","BDFEFR2T4CB","BDFE","FR","2T","4CB"
"BANQUE DE FRANCE","PARIS","BDFEFR2TFAC","BDFE","FR","2T","FAC"
"BANQUE DE FRANCE","PARIS","BDFEFR2TPIV","BDFE","FR","2T","PIV"
"BANQUE DE FRANCE","PARIS","BDFEFR2TBDF","BDFE","FR","2T","BDF"
"BANQUE DE FRANCE","PARIS","BDFEFR2TESB","BDFE","FR","2T","ESB"
"BANQUE DE FRANCE","PARIS","BDFEFR2TIAM","BDFE","FR","2T","IAM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCAI","BDFE","FR","2T","CAI"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSEE","BDFE","FR","2T","SEE"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSCC","BDFE","FR","2T","SCC"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTIT","BDFE","FR","2T","TIT"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTRY","BDFE","FR","2T","TRY"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCGN","BDFE","FR","2T","CGN"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTCH","BDFE","FR","2T","TCH"
"BANQUE DE FRANCE","PARIS","BDFEFR2TPOL","BDFE","FR","2T","POL"
"BANQUE DE FRANCE","PARIS","BDFEFRPPCCT","BDFE","FR","PP","CCT"
"BANQUE DE FRANCE","PARIS","BDFEFR2TECF","BDFE","FR","2T","ECF"
"BANQUE DE FRANCE","PARIS","BDFEFR2TECR","BDFE","FR","2T","ECR"
"BANQUE DE FRANCE","PARIS","BDFEFR2TEBE","BDFE","FR","2T","EBE"
"BANQUE DE FRANCE","PARIS","BDFEFR2TENL","BDFE","FR","2T","ENL"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTRA","BDFE","FR","2T","TRA"
"BANQUE DE FRANCE","PARIS","BDFEFR2TDSE","BDFE","FR","2T","DSE"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSFP","BDFE","FR","2T","SFP"
"BANQUE DE FRANCE","PARIS","BDFEFR2TFPR","BDFE","FR","2T","FPR"
"BANQUE DE FRANCE","PARIS","BDFEFRPPSRD","BDFE","FR","PP","SRD"
"BANQUE DE FRANCE","PARIS","BDFEFR2TGCO","BDFE","FR","2T","GCO"
"BANQUE DE FRANCE","PARIS","BDFEFR2TGDP","BDFE","FR","2T","GDP"
"BANQUE DE FRANCE","PARIS","BDFEFR2TIDD","BDFE","FR","2T","IDD"
"BANQUE DE FRANCE","PARIS","BDFEFR2TIND","BDFE","FR","2T","IND"
"BANQUE DE FRANCE","PARIS","BDFEFRPPTEC","BDFE","FR","PP","TEC"
"BANQUE DE FRANCE","PARIS","BDFEFR2TOPC","BDFE","FR","2T","OPC"
"BANQUE DE FRANCE","PARIS","BDFEFR2TERM","BDFE","FR","2T","ERM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TNUM","BDFE","FR","2T","NUM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCCB","BDFE","FR","2T","CCB"
"BANQUE DE FRANCE","PARIS","BDFEFR2LCCB","BDFE","FR","2L","CCB"
"BANQUE DE FRANCE","PARIS","BDFEFR2TPOM","BDFE","FR","2T","POM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TICM","BDFE","FR","2T","ICM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTEM","BDFE","FR","2T","TEM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TCDT","BDFE","FR","2T","CDT"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSRD","BDFE","FR","2T","SRD"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSPM","BDFE","FR","2T","SPM"
"BANQUE DE FRANCE","PARIS","BDFEFR2TDMC","BDFE","FR","2T","DMC"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSAI","BDFE","FR","2T","SAI"
"BANQUE DE FRANCE","PARIS","BDFEFR2TSPE","BDFE","FR","2T","SPE"
"BANQUE DE FRANCE","PARIS","BDFEFRPPTIT","BDFE","FR","PP","TIT"
"BANQUE DE FRANCE","PARIS","BDFEFRPPCMI","BDFE","FR","PP","CMI"
"BANQUE DE FRANCE","PARIS","BDFEFR2TETC","BDFE","FR","2T","ETC"
"BANQUE DE FRANCE","PARIS","BDFEFR2TPUB","BDFE","FR","2T","PUB"
"BANQUE DE FRANCE","PARIS","BDFEFR2T","BDFE","FR","2T",""
"BANQUE DE FRANCE","PARIS","BDFEFR2TFPT","BDFE","FR","2T","FPT"
"BANQUE DE FRANCE","PARIS","BDFEFR2TNCA","BDFE","FR","2T","NCA"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTAH","BDFE","FR","2T","TAH"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTCI","BDFE","FR","2T","TCI"
"BANQUE DE FRANCE","PARIS","BDFEFR2TTSB","BDFE","FR","2T","TSB"
"BANQUE DE FRANCE","PARIS","BDFEFR2TWAL","BDFE","FR","2T","WAL"
"BANQUE DE FRANCE","PARIS","BDFEFRPP","BDFE","FR","PP",""
"BANQUE DE REALISATIONS DE GESTION ET DE FINANCEMENT","CLICHY","RGFIFRPP","RGFI","FR","PP",""
"BANQUE DE REALISATIONS DE GESTION ET DE FINANCEMENT","PARIS","RGFIFRPPTGT","RGFI","FR","PP","TGT"
"BANQUE DE SAVOIE S.A.","CHAMBERY","BSAVFR2C","BSAV","FR","2C",""
"BANQUE DELUBAC ET CIE","LE CHEYLARD","DELUFR22LCH","DELU","FR","22","LCH"
"BANQUE DELUBAC ET CIE","LE CHEYLARD","DELUFR22","DELU","FR","22",""
"BANQUE D'ESCOMPTE","PARIS","ESCBFRPPBDF","ESCB","FR","PP","BDF"
"BANQUE D'ESCOMPTE","PARIS","ESCBFRPP","ESCB","FR","PP",""
"BANQUE DUPUY, DE PARSEVAL","SETE","BDUPFR2S","BDUP","FR","2S",""
"BANQUE ESPIRITO SANTO ET DE LA VENETIE","PARIS","BESVFRPP","BESV","FR","PP",""
"BANQUE ESPIRITO SANTO ET DE LA VENETIE","PARIS","BESVFRPPYBF","BESV","FR","PP","YBF"
"BANQUE FEDERALE DES BANQUES POPULAIRES (BANQUES POPULAIRES REGIONALES)","PARIS","CCBPFRPPINS","CCBP","FR","PP","INS"
"BANQUE FRANCAISE COMMERCIALE DE L'OCEAN INDIEN","PARIS","BFCOFRPP","BFCO","FR","PP",""
"BANQUE INTERNATIONALE DE COMMERCE-BRED","PARIS","BICFFRPP","BICF","FR","PP",""
"BANQUE LAYDERNIER","ANNECY","LAYDFR2W","LAYD","FR","2W",""
"BANQUE MARTIN-MAUREL","MARSEILLE","BMMMFRCP","BMMM","FR","CP",""
"BANQUE MARTIN-MAUREL","MARSEILLE","BMMMFR2A","BMMM","FR","2A",""
"BANQUE MICHEL INCHAUSPE - BAMI","BORDEAUX","BAMYFR22BDX","BAMY","FR","22","BDX"
"BANQUE MICHEL INCHAUSPE - BAMI","SAINT JEAN PIED DE PORT","BAMYFR22","BAMY","FR","22",""
"BANQUE MISR - SUCCURSALE DE PARIS","PARIS","BMISFRPP","BMIS","FR","PP",""
"BANQUE NEUFLIZE OBC","PARIS","NSMBFRPP","NSMB","FR","PP",""
"BANQUE PALATINE","FONTENAY SOUS BOIS","BSPFFRPP","BSPF","FR","PP",""
"BANQUE POP CENTRE ATLANTIQUE","NIORT","CCBPFRPPNIO","CCBP","FR","PP","NIO"
"BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE","BORDEAUX","CCBPFRPPBDX","CCBP","FR","PP","BDX"
"BANQUE POPULAIRE ATLANTIQUE","NANTES","CCBPFRPPNAN","CCBP","FR","PP","NAN"
"BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE","DIJON","CCBPFRPPDJN","CCBP","FR","PP","DJN"
"BANQUE POPULAIRE COTE D'AZUR","NICE","CCBPFRPPNCE","CCBP","FR","PP","NCE"
"BANQUE POPULAIRE D'ALSACE","STRASBOURG","CCBPFRPPSTR","CCBP","FR","PP","STR"
"BANQUE POPULAIRE DE L'OUEST","RENNES","CCBPFRPPREN","CCBP","FR","PP","REN"
"BANQUE POPULAIRE DES ALPES","CORENC","CCBPFRPPGRE","CCBP","FR","PP","GRE"
"BANQUE POPULAIRE DU MASSIF CENTRAL","CLERMONT FERRAND","CCBPFRPPCFD","CCBP","FR","PP","CFD"
"BANQUE POPULAIRE DU NORD","MARCQ EN BAROEUL","CCBPFRPPLIL","CCBP","FR","PP","LIL"
"BANQUE POPULAIRE DU SUD","PERPIGNAN","CCBPFRPPPPG","CCBP","FR","PP","PPG"
"BANQUE POPULAIRE LOIRE ET LYONNAIS","LYON","CCBPFRPPLYO","CCBP","FR","PP","LYO"
"BANQUE POPULAIRE LORRAINE CHAMPAGNE","METZ","CCBPFRPPMTZ","CCBP","FR","PP","MTZ"
"BANQUE POPULAIRE OCCITANE","BALMA","CCBPFRPPTLS","CCBP","FR","PP","TLS"
"BANQUE POPULAIRE PROVENCALE ET CORSE","MARSEILLE","CCBPFRPPMAR","CCBP","FR","PP","MAR"
"BANQUE POPULAIRE RIVES DE PARIS","PARIS","CCBPFRPPMTG","CCBP","FR","PP","MTG"
"BANQUE POPULAIRE VAL DE FRANCE","MONTIGNY LE BRETONNEUX","CCBPFRPPVER","CCBP","FR","PP","VER"
"BANQUE PSA FINANCE SA","PARIS","PSABFRPP","PSAB","FR","PP",""
"BANQUE REVILLON","PARIS","REVIFRPP","REVI","FR","PP",""
"BANQUE RHONE ALPES","GRENOBLE","RALPFR2G","RALP","FR","2G",""
"BANQUE SBA","PARIS","SBAAFRPP","SBAA","FR","PP",""
"BANQUE TARNEAUD","LIMOGES","TARNFR2L","TARN","FR","2L",""
"BANQUE THEMIS","PARIS","BDEIFRPP","BDEI","FR","PP",""
"BANQUE TRAVELEX SA","BOULOGNE BILLANCOURT","TRAVFRPP","TRAV","FR","PP",""
"BANQUES POPULAIRES-GROUPE BPCE","PARIS","CCBPFRPP","CCBP","FR","PP",""
"BARCLAYS BANK PLC FRANCE","PARIS","BARCFRPP271","BARC","FR","PP","271"
"BARCLAYS BANK PLC FRANCE","PARIS","BARCFRPP","BARC","FR","PP",""
"BARCLAYS BANK PLC FRANCE","PARIS","BARCFRPPRSP","BARC","FR","PP","RSP"
"BEMO EUROPE BANQUE PRIVEE","PARIS","BEMOFRPP","BEMO","FR","PP",""
"BENETEAU","SAINT GILLES CROIX DE VIE","BNTOFR2S","BNTO","FR","2S",""
"BGFI INTERNATIONAL","PARIS","BGFIFRPP","BGFI","FR","PP",""
"BIOMERIEUX","MARCY L'ETOILE","BIOMFR22","BIOM","FR","22",""
"BLOM BANK FRANCE","PARIS","BLOMFRPP","BLOM","FR","PP",""
"BLOM BANK FRANCE","PARIS","BLOMFRPPBDF","BLOM","FR","PP","BDF"
"BM SOFTWARE","NICE","BMSOFR23","BMSO","FR","23",""
"BMCE BANK INTERNATIONAL PLC SUCCURSALE EN FRANCE","PARIS","BMCEFRPP","BMCE","FR","PP",""
"BNP PARIBAS (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPH","BNPA","FR","PH",""
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPAGY","BNAB","FR","PP","AGY"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPMOR","BNAB","FR","PP","MOR"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPOTC","BNAB","FR","PP","OTC"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPPRE","BNAB","FR","PP","PRE"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPOST","BNAB","FR","PP","OST"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPLON","BNAB","FR","PP","LON"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPSVC","BNAB","FR","PP","SVC"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPFND","BNAB","FR","PP","FND"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPTRE","BNAB","FR","PP","TRE"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPPUSA","BNAB","FR","PP","USA"
"BNP PARIBAS ARBITRAGE","PARIS","BNABFRPP","BNAB","FR","PP",""
"BNP PARIBAS ASSET MANAGEMENT","PARIS","PARBFRPM","PARB","FR","PM",""
"BNP PARIBAS FINAMS","PARIS","FAMSFRPP","FAMS","FR","PP",""
"BNP PARIBAS FUND SERVICES SAS","PARIS","BPASFRPP","BPAS","FR","PP",""
"BNP PARIBAS HOME LOAN SFH","PARIS","BNPAFRPL","BNPA","FR","PL",""
"BNP PARIBAS PUBLIC SECTOR SCF","PARIS","BNPAFRPS","BNPA","FR","PS",""
"BNP PARIBAS SA (FORMELY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPBRO","BNPA","FR","PP","BRO"
"BNP PARIBAS SECURITIES SERVICES","PARIS","PARBFRPH","PARB","FR","PH",""
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPNMJ","PARB","FR","PP","NMJ"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPUFO","PARB","FR","PP","UFO"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPFSF","PARB","FR","PP","FSF"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPCHE","PARB","FR","PP","CHE"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP344","PARB","FR","PP","344"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP352","PARB","FR","PP","352"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPBOA","PARB","FR","PP","BOA"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPFHO","PARB","FR","PP","FHO"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPGIN","PARB","FR","PP","GIN"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPRBS","PARB","FR","PP","RBS"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP030","PARB","FR","PP","030"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP060","PARB","FR","PP","060"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP074","PARB","FR","PP","074"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPESY","PARB","FR","PP","ESY"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPSHX","PARB","FR","PP","SHX"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPCRA","PARB","FR","PP","CRA"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPGCM","PARB","FR","PP","GCM"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPCTS","PARB","FR","PP","CTS"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPFTT","PARB","FR","PP","FTT"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPPFS","PARB","FR","PP","PFS"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPFOH","PARB","FR","PP","FOH"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP546","PARB","FR","PP","546"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPGCS","PARB","FR","PP","GCS"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPIPB","PARB","FR","PP","IPB"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPMOO","PARB","FR","PP","MOO"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPLOF","PARB","FR","PP","LOF"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPFDI","PARB","FR","PP","FDI"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPJBF","PARB","FR","PP","JBF"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPPIC","PARB","FR","PP","PIC"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPNBB","PARB","FR","PP","NBB"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPINV","PARB","FR","PP","INV"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPSLB","PARB","FR","PP","SLB"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPSLA","PARB","FR","PP","SLA"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP3PM","PARB","FR","PP","3PM"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPPTC","PARB","FR","PP","PTC"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPP","PARB","FR","PP",""
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPAXA","PARB","FR","PP","AXA"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPBEC","PARB","FR","PP","BEC"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPBEX","PARB","FR","PP","BEX"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPCDC","PARB","FR","PP","CDC"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPDNL","PARB","FR","PP","DNL"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPFDA","PARB","FR","PP","FDA"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPGOS","PARB","FR","PP","GOS"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPISI","PARB","FR","PP","ISI"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPNLC","PARB","FR","PP","NLC"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPNLX","PARB","FR","PP","NLX"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPNMC","PARB","FR","PP","NMC"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPNMP","PARB","FR","PP","NMP"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPOPT","PARB","FR","PP","OPT"
"BNP PARIBAS SECURITIES SERVICES, FRANCE","PARIS","PARBFRPPSFI","PARB","FR","PP","SFI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","AGEN","BNPAFRPPAGN","BNPA","FR","PP","AGN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","AIX EN PROVENCE","BNPAFRPPAIP","BNPA","FR","PP","AIP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ALBI","BNPAFRPPALB","BNPA","FR","PP","ALB"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","AMIENS","BNPAFRPPAMS","BNPA","FR","PP","AMS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ANGERS","BNPAFRPPAGS","BNPA","FR","PP","AGS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ANNECY","BNPAFRPPANC","BNPA","FR","PP","ANC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ARRAS","BNPAFRPPARR","BNPA","FR","PP","ARR"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","AUXERRE","BNPAFRPPAUX","BNPA","FR","PP","AUX"
